model_name,mean_corr,sharpe_like,max_drawdown,mean_abs_feature_exposure
ensemble,0.08113561093316703,0.9794477876569269,0.0,0.02047625957523953
ensemble_neutralized,0.08032092226295041,0.9663098981074998,0.0,0.015596634526179204
catboost_optional,0.0793922553673508,0.9286603220665065,-0.0005754452204422333,0.0184549769023347
lgbm_main,0.07049500526752296,1.0459380074369216,0.0,0.019335331876256
lgbm_alt,0.05297226409125266,0.9778224390075172,-0.0012876263955216001,0.02048999134912743
